rank,score,name,displayName,displayNameEn,template,subTemplate,category,DAU_6mo,banner_monthly_yen,interstitial_monthly_yen,rewarded_monthly_yen,total_monthly_yen,total_yearly_yen,targetApp,difficulty,theme,bundleId,description
486,163,"frequency-converter","周波数変換","Frequency Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Unit converters ($2-5)",1,"mint-fresh","com.massapp.frequencyconverter","Hz、kHz、MHz、GHz等の周波数を変換"
487,163,"density-converter","密度変換","Density Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Unit converters ($2-5)",1,"coral-reef","com.massapp.densityconverter","kg/m³、g/cm³、lb/ft³等の密度を変換"
488,163,"force-converter","力の変換","Force Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Unit converters ($2-5)",1,"warm-orange","com.massapp.forceconverter","ニュートン、kgf、ポンドフォース等を変換"
489,163,"torque-converter","トルク変換","Torque Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Convertible ($2.99)",1,"monochrome","com.massapp.torqueconverter","N·m、kgf·m、ft·lbs等のトルクを変換"
490,163,"flow-rate-converter","流量変換","Flow Rate Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Unit converters ($2-5)",1,"ocean-blue","com.massapp.flowrateconverter","L/min、m³/h、GPM等の流量を変換"
491,163,"illuminance-converter","照度変換","Illuminance Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Unit converters ($2-5)",1,"forest-green","com.massapp.illuminanceconverter","ルクス、フートカンデラ等の照度を変換"
492,163,"roman-numeral-converter","ローマ数字変換","Roman Numeral Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Various converters ($1-2)",1,"sunset-purple","com.massapp.romannumeralconverter","アラビア数字とローマ数字を相互変換"
493,163,"all-unit-converter","万能単位変換","All-in-One Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Convertible ($2.99)",2,"sakura-pink","com.massapp.allunitconverter","100種類以上の単位を一つのアプリで変換"
494,163,"base64-encoder","Base64エンコーダー","Base64 Encoder","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Dev tools ($1-3)",1,"coral-reef","com.massapp.base64encoder","テキスト・画像のBase64エンコード/デコード"
495,163,"url-encoder","URLエンコーダー","URL Encoder","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Dev tools ($1-3)",1,"warm-orange","com.massapp.urlencoder","URLのエンコード/デコード変換"
496,163,"fullwidth-halfwidth","全角半角変換","Fullwidth Halfwidth Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Japanese text tools (¥100-200)",1,"sunset-purple","com.massapp.fullwidthhalfwidth","全角⇔半角のテキスト変換"
497,163,"timestamp-converter","タイムスタンプ変換","Timestamp Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Dev tools ($1-3)",1,"sakura-pink","com.massapp.timestampconverter","UNIXタイムスタンプと日時を相互変換"
498,163,"paper-size-converter","用紙サイズ変換","Paper Size Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Paper size ($0.99)",1,"ocean-blue","com.massapp.papersizeconverter","A4/B5/Letter等の用紙サイズを確認・変換"
499,163,"wire-gauge-converter","線径変換","Wire Gauge Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Engineering tools ($1-3)",1,"forest-green","com.massapp.wiregaugeconverter","AWG/mm等の電線サイズを変換"
500,163,"hardness-converter","硬さ変換","Hardness Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Engineering tools ($2-5)",1,"sunset-purple","com.massapp.hardnessconverter","HRC/HV/HB等の硬さ単位を変換"
